2530,636,17,9930
2540,637,17,9930
2550,638,17,9930
2570,640,17,9930
2580,641,17,9930
2590,1608,17,9930
2600,3542,17,9930
2610,646,17,9930
2620,647,17,9930
2630,648,17,9930
2650,652,17,9930
2660,5546,17,9930
2670,653,17,9930
2690,993,17,9930
2710,1168,17,9930
2720,655,17,9930
2730,805,17,9930
2740,657,17,9930
2750,658,17,9930
2760,659,17,9930
2770,697,17,9930
2780,4376,17,9930
2790,661,17,9930
2800,663,17,9930
2810,664,17,9930
2820,665,17,9930
2830,666,17,9930
2850,669,17,9930
2860,672,17,9930
2870,441,17,9930
2880,674,17,9930
2890,676,17,9930
2900,1217,17,9930
2910,677,17,9930
2920,3570,17,9930
2930,5410,17,9930
2940,678,17,9930
2950,1174,17,9930
2960,679,17,9930
2970,687,17,9930
2980,689,17,9930
2990,692,17,9930
3010,691,17,9930
3020,698,17,9930
3030,706,17,9930
3040,710,17,9930
3050,713,17,9930
3060,3542,17,9930
3061,3542,17,9930
3062,3542,17,9930
3070,5167,17,9930
3080,725,17,9930
3100,728,17,9930
3110,628,17,9930
3120,729,17,9930
3130,738,17,9930
3140,739,17,9930
3150,741,17,9930
3160,650,17,9930
3170,743,17,9930
3180,3505,17,9930
3190,675,17,9930
3200,744,17,9930
3220,748,17,9930
3240,752,17,9930
3250,753,17,9930
3260,755,17,9930
3270,759,17,9930
3280,764,17,9930
3330,770,17,9930
3340,3555,17,9930
3341,3555,17,9930
3342,3555,17,9930
3343,3555,17,9930
3344,3555,17,9930
3345,3555,17,9930
3346,3555,17,9930
3350,771,17,9930
3360,773,17,9930
3370,787,17,9930
3380,1613,17,9930
3390,4720,17,9930
3400,774,17,9930
3410,760,17,9930
3420,777,17,9930
3430,1186,17,9930
3440,778,17,9930
3450,780,17,9930
3460,781,17,9930
3480,782,17,9930
3490,783,17,9930
3500,5663,17,9930
3510,784,17,9930
3520,785,17,9930
3530,816,17,9930
3550,769,17,9930
3560,794,17,9930
3570,796,17,9930
3580,808,17,9930
3590,797,17,9930
3600,800,17,9930
3620,803,17,9930
3630,1610,17,9930
3640,1607,17,9930
3650,806,17,9930
3660,807,17,9930
3670,811,17,9930
3680,812,17,9930
3690,745,17,9930
3700,815,17,9930
3710,819,17,9930
3720,1128,17,9930
3730,822,17,9930
3740,823,17,9930
3750,824,17,9930
3760,1351,17,9930
3770,5547,17,9930
3780,826,17,9930
3800,830,17,9930
3810,831,17,9930
3820,1609,17,9930
3830,832,17,9930
3840,1193,17,9930
3850,834,17,9930
3860,1615,17,9930
3870,928,17,9930
3880,835,17,9930
3890,836,17,9930
3900,837,17,9930
3910,840,17,9930
3920,842,17,9930
3930,817,17,9930
3940,844,17,9930
3960,5268,17,9930
3970,847,17,9930
3980,1612,17,9930
3990,99983,17,9930
4000,854,17,9930
4010,857,17,9930
4020,858,17,9930
4030,861,17,9930
4060,862,17,9930
4080,864,17,9930
4090,1183,17,9930
4100,1194,17,9930
4110,865,17,9930
4120,866,17,9930
4140,3539,17,9930
4150,5919,17,9930
4160,5548,17,9930
4170,869,17,9930
4180,870,17,9930
4200,874,17,9930
4210,878,17,9930
4220,3505,17,9930
4230,881,17,9930
4240,882,17,9930
4250,4917,17,9930
4260,4957,17,9930
4270,883,17,9930
4290,5303,17,9930
4300,886,17,9930
4320,1099,17,9930
4330,890,17,9930
4350,892,17,9930
4370,99982,17,9930
4371,5935,17,9930
4380,901,17,9930
4390,903,17,9930
4410,1209,17,9930
4420,905,17,9930
4430,907,17,9930
4450,911,17,9930
4460,5788,17,9930
4470,916,17,9930
4480,918,17,9930
4490,919,17,9930
4500,926,17,9930
4510,927,17,9930
4520,3539,17,9930
4530,929,17,9930
4540,930,17,9930
4560,934,17,9930
4570,935,17,9930
4580,936,17,9930
4600,3567,17,9930
4610,937,17,9930
4620,940,17,9930
4630,939,17,9930
4640,762,17,9930
4650,944,17,9930
4660,2631,17,9930
4680,950,17,9930
4690,868,17,9930
4710,952,17,9930
4720,955,17,9930
4730,3564,17,9930
4740,1165,17,9930
4750,957,17,9930
4760,958,17,9930
4770,720,17,9930
4800,959,17,9930
4840,965,17,9930
4850,968,17,9930
4860,1088,17,9930
4870,969,17,9930
4880,970,17,9930
4890,971,17,9930
4910,3505,17,9930
4911,3505,17,9930
4913,3505,17,9930
4914,3505,17,9930
4920,1083,17,9930
4940,974,17,9930
4950,4965,17,9930
4960,860,17,9930
4980,978,17,9930
4990,4966,17,9930
5000,979,17,9930
5020,983,17,9930
5030,984,17,9930
5040,981,17,9930
5050,985,17,9930
5060,987,17,9930
5070,988,17,9930
5080,991,17,9930
5090,992,17,9930
5100,994,17,9930
5110,996,17,9930
5120,997,17,9930
5130,3539,17,9930
5140,2042,17,9930
5150,1003,17,9930
5170,1004,17,9930
5180,1005,17,9930
5190,1009,17,9930
5200,1010,17,9930
5210,1011,17,9930
5220,1012,17,9930
5230,1013,17,9930
5240,1015,17,9930
5250,1614,17,9930
5260,1017,17,9930
5270,1019,17,9930
5290,1021,17,9930
5300,1022,17,9930
5310,1023,17,9930
5340,1025,17,9930
5350,867,17,9930
5360,1027,17,9930
5370,1028,17,9930
5380,1031,17,9930
5390,5413,17,9930
5400,1032,17,9930
5410,1033,17,9930
5420,712,17,9930
5430,1034,17,9930
5440,1036,17,9930
5450,1037,17,9930
5460,888,17,9930
5470,1212,17,9930
5490,1039,17,9930
5500,1040,17,9930
5510,1043,17,9930
5520,1045,17,9930
5530,1046,17,9930
5550,1050,17,9930
5560,1047,17,9930
5580,1052,17,9930
5590,1054,17,9930
5600,1055,17,9930
5610,1056,17,9930
5630,1059,17,9930
5640,411,17,9930
5660,1064,17,9930
5670,1065,17,9930
5690,1067,17,9930
5710,1068,17,9930
5720,1070,17,9930
5730,1073,17,9930
5770,5151,17,9930
5780,5797,17,9930
5800,1079,17,9930
5810,3555,17,9930
5820,1080,17,9930
5840,5798,17,9930
5850,99989,17,9930
5860,4277,17,9930
5870,5799,17,9930
5880,1084,17,9930
5890,1085,17,9930
5900,1087,17,9930
5910,1092,17,9930
5920,1094,17,9930
5930,1095,17,9930
5940,1096,17,9930
5950,1077,17,9930
5960,1097,17,9930
5970,1098,17,9930
5980,1100,17,9930
6000,1101,17,9930
6010,1106,17,9930
6030,1103,17,9930
6050,734,17,9930
6070,1105,17,9930
6080,1109,17,9930
6100,1116,17,9930
6110,1117,17,9930
6120,1118,17,9930
6130,1119,17,9930
6140,964,17,9930
6150,1120,17,9930
6170,4016,17,9930
6180,1122,17,9930
6190,1123,17,9930
6210,1124,17,9930
6220,1127,17,9930
6240,1130,17,9930
6250,1131,17,9930
6260,1135,17,9930
6270,1138,17,9930
6290,4962,17,9930
6300,1144,17,9930
6310,4915,17,9930
6320,1136,17,9930
6330,1143,17,9930
6340,5801,17,9930
6350,1166,17,9930
6360,1145,17,9930
6370,1147,17,9930
6380,1148,17,9930
6390,1150,17,9930
6420,1155,17,9930
6430,3566,17,9930
6440,1157,17,9930
6450,1159,17,9930
6460,1154,17,9930
6470,898,17,9930
6480,4722,17,9930
6510,1176,17,9930
6520,1171,17,9930
6540,602,17,9930
6550,611,17,9930
6560,4913,17,9930
6580,3505,17,9930
6600,616,17,9930
6620,1210,17,9930
6630,5789,17,9930
6650,5934,17,9930
6660,668,17,9930
6670,4286,17,9930
6680,4726,17,9930
6700,99981,17,9930
6710,5886,17,9930
6720,1215,17,9930
6730,656,17,9930
6740,695,17,9930
6760,737,17,9930
6770,4270,17,9930
6775,4270,17,9930
6780,694,17,9930
6800,4956,17,9930
6850,5682,17,9930
6860,682,17,9930
6900,1071,17,9930
6910,956,17,9930
6920,875,17,9930
6940,880,17,9930
6950,966,17,9930
6970,1044,17,9930
6990,5790,17,9930
7000,99993,17,9930
7010,1213,17,9930
7020,99980,17,9930
7030,99979,17,9930
7040,1191,17,9930
7060,5687,17,9930
7100,4718,17,9930
7110,5791,17,9930
7120,3505,17,9930
7130,3505,17,9930
7140,5078,17,9930
7150,651,17,9930
7160,5803,17,9930
7170,1214,17,9930
7190,963,17,9930
7200,5804,17,9930
7210,855,17,9930
7230,5665,17,9930
7240,5269,17,9930
7250,856,17,9930
7260,1151,17,9930
7270,5792,17,9930
7310,4715,17,9930
7320,730,17,9930
7350,4382,17,9930
7390,839,17,9930
7420,643,17,9930
7440,801,17,9930
7450,859,17,9930
7470,5486,17,9930
7490,5489,17,9930
7520,389,17,9930
7540,5072,17,9930
7560,48,17,9930
7600,5793,17,9930
7610,4954,17,9930
7630,5794,17,9930
7680,5795,17,9930
7690,5075,17,9930
7700,99984,17,9930
7740,3505,17,9930
7760,1102,17,9930
7770,5061,17,9930
7790,4916,17,9930
7800,5663,17,9930
7803,5663,17,9930
7810,5683,17,9930
7820,1163,17,9930
7830,5109,17,9930
7860,609,17,9930
7870,5690,17,9930
7880,5691,17,9930
7890,5692,17,9930
7910,914,17,9930
7920,5102,17,9930
7930,5677,17,9930
7940,5092,17,9930
7950,5684,17,9930
7990,757,17,9930
8000,709,17,9930
8010,731,17,9930
8021,,17,9930
8022,6076,17,9930
8023,,17,9930
8024,,17,9930
8026,,17,9930
8027,,17,9930
8028,,17,9930
8029,,17,9930
8030,1141,17,9930
8035,6072,17,9930
8040,99986,17,9930
8045,99992,17,9930
8047,6058,17,9930
8049,3505,17,9930
8050,1177,17,9930
8053,6075,17,9930
8058,6088,17,9930
8060,899,17,9930
8067,,17,9930
8072,4270,17,9930
8077,,17,9930
8078,3479,17,9930
8079,3479,17,9930
8080,5916,17,9930
8083,6093,17,9930
8090,1091,17,9930
8093,,17,9930
8094,,17,9930
8096,6094,17,9930
8110,3505,17,9930
8330,,17,9930
8440,,17,9930
8550,,17,9930
8600,,17,9930
8660,,17,9930
8670,6113,17,9930
8671,,17,9930
8672,,17,9930
8676,,17,9930
8677,,17,9930
8678,,17,9930
8685,6174,17,9930
8687,6178,17,9930
9032,,17,9930
9033,,17,9930
9034,,17,9930
9035,,17,9930
9036,,17,9930
9038,,17,9930
9040,3473,17,9930
9041,3473,17,9930
9042,3473,17,9930
9043,3473,17,9930
9044,3473,17,9930
9045,,17,9930
9046,3473,17,9930
9047,3473,17,9930
9051,3473,17,9930
9052,3473,17,9930
9053,3473,17,9930
9054,3473,17,9930
9056,3473,17,9930
9058,3473,17,9930
9059,3473,17,9930
9062,3473,17,9930
9065,6238,17,9930
9066,6219,17,9930
9597,,17,9930
9598,,17,9930
9599,,17,9930
9600,,17,9930
9601,3473,17,9930
9602,3473,17,9930
9603,3473,17,9930
9604,3473,17,9930
9605,,17,9930
9608,,17,9930
9610,,17,9930
9613,,17,9930
9614,,17,9930
9616,,17,9930
9618,,17,9930
9619,,17,9930
9621,,17,9930
9623,,17,9930
9626,,17,9930
9627,,17,9930
9628,,17,9930
9629,,17,9930
9630,,17,9930
9631,,17,9930
9632,,17,9930
9633,,17,9930
9634,,17,9930
9635,,17,9930
9636,,17,9930
9637,,17,9930
9638,,17,9930
9639,,17,9930
9640,,17,9930
